sentence,label,text
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",1,"Nama Pemohon : Jot Automation OYNama Penemu : Mammila Tuomo , Piirainen Mika dan Kellokoski MikaNomor Permohonan : 2424-KOLNP-2008 ADTanggal pengajuan Permohonan : 16-06-2008Tanggal Publikasi : 30/01/2009"
Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,2,Netflix Mengembangkan Upaya Untuk Menciptakan Pelanggan Setia $NFLX https://t.co/5QXBkoBphe
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",0,"Indeks OMX Nordic 40 OMXN40, yang terdiri dari 40 saham Nordik yang paling banyak diperdagangkan di bursa Nasdaq OMX, ditutup turun 0,87% pada 1,064.14 poin pada hari Kamis."
$AAPL nibbling on a small long via 525.. buying off 13min charts..,2,$AAPL menggigit long kecil melalui 525.. membeli grafik 13 menit..
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,0,"Margin operasi divisi Aker Yards Cruise & Ferries turun dari 8,3% menjadi 6,4% pada kuartal pertama tahun 2007."
"$TYC just about to break out to new highs, lots of technicals looking great right now.",2,"$TYC baru saja akan mencapai level tertinggi baru, banyak hal teknis tampak bagus saat ini."
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",1,"Eero Katajavuori, saat ini Wakil Presiden Grup, Sumber Daya Manusia, akan mengambil cuti panjang selama setahun mulai tanggal 1 Oktober 2010."
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",1,"Ada apa dengan $LULU?  Angka-angkanya terlihat bagus, tidak bagus, tapi bagus.  Saya pikir panggilan konferensi akan menanamkan kepercayaan diri."
The adjustment measures will be carried out in phases to secure the delivery capability .,1,Langkah-langkah penyesuaian akan dilakukan secara bertahap untuk mengamankan kemampuan pengiriman.
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",1,"Siaran Pers Alma Media Corporation 15 Maret 2010 TYRVAAN SANOMAT DAN PAIKALLISSANOMAT DIBELI OLEH SUOMEN PAIKALLISSANOMAT Dua surat kabar lokal, Tyrvaan Sanomat dan Paikallissanomat, yang terbit di Sastamala dan kota tetangganya, akan dibeli oleh Suomen Paikallissanomat Oy."
"Temporary lay-offs , affecting the entire workforce , will also be implemented .",0,"PHK sementara, yang berdampak pada seluruh angkatan kerja, juga akan diterapkan."
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",1,"Pertemuan untuk media dan analis akan diadakan pada hari yang sama pukul 10:30 di Kantor Pusat Stonesoft di Helsinki, Italahdenkatu 22 A. Laporan sementara akan disampaikan oleh CEO Stonesoft Ilkka Hiidenheimo."
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",1,"Sampo-Rosenlew dari Finlandia memproduksi sekitar tujuh mesin kehutanan setiap bulannya, dan sekitar setengah dari mesin tersebut diekspor."
"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",2,"Facebook, mendekati titik beli minggu lalu, menghadapi ujian teknis yang berbeda hari ini https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY"
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",2,"4 Februari 2011 - Penyedia sistem komunikasi data broadband Finlandia Teleste Oyj HEL: TLT1V mengatakan pada hari Rabu bahwa laba bersihnya meroket menjadi EUR4,8 juta pada tahun 2010 dari EUR416.000 pada tahun 2009 dan perusahaan tersebut mencabut proposal dividennya."
$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,2,$GRATIS Ha Heeeeeere datang pompanya! Senang sekali saya mendapatkan 9K di penghujung hari! Bersiaplah untuk perjalanan banteng!
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",2,"Grup teknologi Finlandia Aspocomp Group Oyj (OMX Helsinki: ACG1V) mengeluarkan laporan kuartal ketiganya pada hari Kamis (13 November), membukukan laba operasional sebesar EUR0,4 juta, dibandingkan dengan kerugian sebesar EUR0,5 juta pada kuartal ketiga tahun 2007. ."
"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",1,"Kompleks bangunan ini terdiri dari ruang perkantoran dan ritel berkualitas tinggi seluas 49.200 meter persegi, kata perusahaan itu."
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,1,Perusahaan asuransi Finlandia Fennia dan Kesko Group mengakhiri kerja sama pelanggan setia mereka.
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,1,Unit ini direncanakan akan beroperasi pada paruh kedua tahun 2007 dan beroperasi penuh pada tahun 2008 .
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",1,Bagian ITG dalam kesepakatan itu diperkirakan mencapai 500.000 euro$627.000.
The plant is expected to enter commercial operation by mid-2009 .,1,Pabrik ini diperkirakan akan mulai beroperasi secara komersial pada pertengahan tahun 2009.
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,1,Aspo juga menyelidiki peluang penjualan bisnis elektronik Kaukomarkkinat.
BG Group appoints new CEO one month early,1,BG Group menunjuk CEO baru satu bulan lebih awal
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,2,Akuisisi ini akan memberikan dampak positif langsung terhadap hasil keuangan Aspocomp.
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0,"Faktor muatan penumpang Finnair, yang mengukur jumlah kursi yang terjual sebagai bagian dari seluruh kursi yang tersedia, turun sebesar 1,3 poin persentase menjadi 76,7% pada bulan September."
RT @bman1 $LNG looks primed also $EGHT poised to run too...,2,RT @bman1 $LNG tampak siap dan $EGHT siap dijalankan juga...
It is also 7.7 pct above the 12-month volume weighted average price of the stock .,2,"Harga ini juga 7,7 persen di atas harga rata-rata tertimbang volume saham dalam 12 bulan."
Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,1,"Dividen kokas - 3%. Dividen Google - 0%. Untuk penghasilan pasif, Coke mengambilnya. $GOOG $KO https://t.co/QBsoWjxOST"
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",2,"Laba sebelum pajak adalah EUR 5,4 juta, naik dari EUR 3,6 juta pada tahun sebelumnya."
The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,1,Anak perusahaan ini mendirikan fasilitas untuk pembuatan papan sirkuit cetak atau PCB interkoneksi kepadatan tinggi di zona ekonomi khusus Nokia di Sriperumbudur dekat Chennai.
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,2,Panggilan $CRM 40 Sep +35% sejak masuk #BANG ​​http://stks.co/deDm
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",0,"Pada bulan Januari-Juni 2010, kerugian per saham terdilusi mencapai EUR0,3 versus EUR0,1 pada paruh pertama tahun 2009."
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,2,Rapala mengatakan pihaknya memperkirakan akan menghemat 1-2 juta euro per tahun dengan memusatkan operasinya di Perancis pada satu lokasi.
$VMW  Got a nice push today following small sweepers of May C this morning,2,$VMW Mendapat dorongan bagus hari ini setelah penyapu kecil Mei C pagi ini
That topped consensus forecasts for earnings of 0.21 euros a share .,2,"Angka tersebut melampaui perkiraan konsensus untuk laba sebesar 0,21 euro per saham."
R&D Loan ) .,1,Pinjaman Penelitian dan Pengembangan).
"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .",2,"Ke depan, perusahaan bermaksud mencari pengetahuan dari luar perusahaan dan menjalin kerja sama dengan pelaku lain di sektor tersebut."
"You need to be ready when the window opens up , Rosberg said .",1,"Anda harus siap ketika jendela terbuka, kata Rosberg."
"More than 50,000 tonnes of asphalt mix will be used in the contract .",1,Lebih dari 50.000 ton campuran aspal akan digunakan dalam kontrak tersebut.
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",1,"PA), JPMorgan Chase and Co (NYSE: JPM) dan Pohjoa Bank adalah manajer utama bersama dalam kesepakatan senior tanpa jaminan tersebut."
$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,2,$CTRP muncul di sini dengan vol yang bagus dan sinyal beli parser ..perhatikan ini di komentar bob langs mencari 48 cepat
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",1,"Penjualan di Finlandia turun sebesar 10,5% pada bulan Januari, sementara penjualan di luar Finlandia turun sebesar 17%."
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",0,"Produksi pulp di Kemij+ñrvi, Finlandia, juga akan dilikuidasi dan sekitar 1.100 karyawan kehilangan pekerjaan."
Nordea was the cheapest also for a couple in their 30s with debt .,1,Nordea juga merupakan yang termurah untuk pasangan berusia 30-an yang memiliki hutang.
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",1,"Jussi Pesonen , anggota Dewan Sampo sejak tahun 2006 , akan melepaskan jabatannya di Dewan Sampo ."
"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",0,"Tesla menarik kembali 2,700 mobil Model X: https://t.co/8Z7BkVsTl9 $TSLA"
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",2,"Disesuaikan dengan perubahan struktur Grup, penjualan bersih Divisi ini meningkat sebesar 1,7%."
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",1,"Yang membuat keadaan menjadi lebih sulit adalah karena perusahaan tersebut mengatakan bahwa mereka sedang bergulat dengan harga minyak dan gas yang lebih tinggi, yang telah mendorong kenaikan biaya energi, bahan baku dan transportasi."
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,2,Perubahan proposal ini menyederhanakan rencana yang diusulkan dan meningkatkan insentif bagi karyawan kunci untuk tetap bekerja di Perusahaan.
The solution will now be expanded to include all ground staff tasks .,1,Solusinya sekarang akan diperluas untuk mencakup seluruh tugas staf lapangan.
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",0,"Kerugian operasional berjumlah EUR 3,2 juta, dibandingkan dengan keuntungan sebesar EUR 7,2 juta pada kuartal ketiga tahun 2008."
"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",2,"Pada #FEDDAY mencari kenaikan tajam dalam ekuitas $AAPL $HD $LOW $FB melihat $UVXY $TVIX terpukul, meskipun pasar sedang turun."
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",2,"Penjualan bersih berjumlah EUR 93,6 juta, naik dari EUR 93,2 juta pada periode yang sama tahun 2005."
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,1,"Sebagai konsekuensinya, Dewan Pekerja telah menarik petisinya untuk menunda reorganisasi."
CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,2,CEO Erkki J+ñrvinen gembira dengan kinerja perusahaan di tahun 2010 .
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",2,"Penjualan bersih diperkirakan akan meningkat lebih dari 10% pada tahun 2008, sejalan dengan target grup."
"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",2,"Setelah transaksi tersebut, Lundbeck memiliki hak atas nalmefene di seluruh dunia, kecuali Amerika Utara, Meksiko, Turki, dan Korea Selatan."
"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",1,"Pemerintah memulai aksi jual bulan lalu, dengan menempatkan 8 persen saham TeliaSonera di blok lelang."
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",1,"Laporan ini selanjutnya memberikan profil rinci sepuluh perusahaan bahan kimia khusus terkemuka di Eropa, dan profil singkat pemain besar lainnya."
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",2,"Laba operasional dan penjualan bersih untuk periode tiga bulan meningkat, masing-masing dari EUR16,0 juta dan EUR139 juta, dibandingkan dengan kuartal yang sama pada tahun 2006."
